昵称,性别,所在地,时间,内容,点赞数,转发数,评论数,主页
三水鱼流,男,浙江,03月15日 09:30,":这年头，问完价，嫌贵的
     
     我只能说一分钱，一分货
     
     有人常说一句话
     
     都是货，咋就能差那么多呢？
     
     给你一万元娶凤姐和花10万娶范爷
     
     你选哪个？
     
     美到无可挑剔，贵得自然有理
     
     有人说：你家东西不错，就是有点贵
     
     请问：
     
     8元一斤的牛肉你敢吃吗？
     
     800元的
     
      苹果手机
     
     你买吗？
     
     2000元的劳力士你要吗？
     
     90元一克的金链子你戴吗？
     
     决定产品价格的不是我们，是品质！市场拼的永远不是价格，而是质量，我们不能给您最便宜的价格但能给您最好的品质和服务。
     
      http://t.cn/zR4A8ne",0,0,2,https://weibo.cn/u/3104400711
高双溪,男,福建,03月15日 09:19,":昨天到晋江陌拜，碰到一个小年轻，居然撸了几十家网贷，说还不起了，问我是不是可以不用还了？我看着他：开着一个小店，电脑上放着音乐，拿着
     
      苹果手机
     
     玩王者荣耀，抽着一二十块的香烟，……现在的年轻人到底是怎么了？ ​",0,0,0,https://weibo.cn/kosumk
落神无双,男,广东,03月15日 08:54,":今天“3.15”消费者权益保护日，咱老百姓啊，最想知道哪些混蛋公司又在明里暗里坑我们了。。。不知道今年大爆料是系统故意设限的
     
      苹果手机
     
     ，又或是校园贷或者所谓量子产品、区块链币，还是伪劣食品？嗯，搬好小板凳等看晚会吃瓜[吃瓜]
     
      #无双说事#
     
     ​",0,0,0,https://weibo.cn/u/6073013080
cahill51,男,北京,03月15日 08:50,":《看雷军如何回应：小米员工用
     
      苹果手机
     
     ？网友：这个回答666！》对于公司员工使用其他公司的产品，不同的公司有不同的规定，就像是腾讯员工不大可能使用360的产品。
     
      http://t.cn/RnZpUNs
     
     ​",0,0,0,https://weibo.cn/u/5804774386
忧郁威廉,男,广东,03月15日 08:49,":自家员工在用
     
      苹果手机
     
     ！董明珠怒了，雷军却这样说 – 搜狐科技 ​",0,0,0,https://weibo.cn/waycn
王小慧V,女,江苏,03月15日 08:46,":昨晚一个召唤我就又点开了游戏……无语……人家说，你明天把
     
      苹果手机
     
     上的也下回来吧，我当场表示同意。
     

     一大早就开始下载中了…… ​",0,0,0,https://weibo.cn/lihuiwong
冥王星1974,男,其他,03月15日 08:41,"
    
    16年起，发现本地民企领导大部分换了华为手机，但是员工还是买
    
     苹果手机
    
    的比例高一些。其实中国人还是有爱国情节，希望华为能够加油，特别是电池要用好一点。
    
     赞[2]
    

     转发[1]
    

     评论[1]
    

     收藏
    


     03月15日 08:41 来自微博 weibo.co",2,1,1,https://weibo.cn/u/1425285581
正在减肥的雨啊,男,山东,03月15日 08:35,"
    
    知道你会抽
    
     苹果手机
    
    的用户！[思考]
    
     ",0,0,0,https://weibo.cn/lqchwenyulim
Qpium,女,广东,03月15日 08:27,":恨当年傻手机被偷继续买烂
     
      苹果手机
     
     还被偷n次！现在更恨自己没办法让他们相信我有能力支配户口里的钱，丫的太憋气了 ​",0,0,1,https://weibo.cn/u/2487670702
Lemon--丫头,女,广东,03月15日 08:25,":这段话太励志了:
     
     “这年头，苹果手机算什么，
     
     名牌服装算什么
     
     豪车、豪宅都弱了。
     
     现在最牛的炫富是什么？
     
     就是和同龄人站在一起，
     
     你像小鲜肉，她像老土豆🥔 ​",0,0,0,https://weibo.cn/lemon1989318
骑筋斗云的兔子,女,其他,03月15日 08:24,"
    
    站66，以前在京东买过一个
    
     苹果手机
    
    ，后来发现是翻新机，从此卸载京东
    
     ",0,0,0,https://weibo.cn/u/3052945785
悠哉小黄喵,男,其他,03月15日 08:19,":昨天晚上做了个噩梦。还是跟上次的梦连着。
     

     区别是上次梦里房子被物业入侵的时候被制肘着没有办法。
     

     而这次梦里的房子又被物业入侵后，看着对方嚣张的嘴脸，我直接打死了她，还把自己一个四方形的苹果手机屏幕踩碎了[笑cry]。然后找报亭里的人报警自首。
     

     看到周围竟然是高中的同学？都在说他杀人了，杀人了。自己反而很镇定。然后上学时候的几个教官跟大学同学过来问我怎么回事，准备帮我。
     

     而我一定要跟大家把事情经过讲清楚。死刑判刑都可以。但我一定要争个是非黑白，理论曲直。也是很犟了[笑cry]
     

     还梦到舅舅在敲门，却在叫着一个死去妹妹的名字。自己醒来之后，反而没有声音了。以为是有急事，才半夜赶来拍门叫自己。醒来想了想，刚才叫的不是我的名字。
     

     又想起来那个死去的妹妹。小时候她在楼顶上跟另一个小孩儿看大街上放鞭炮。那个小孩想凑近些看。妹妹看到她脚快踏空了，就上前抓她，让她往后退，前边危险。然后她就掉下去了。",0,0,0,https://weibo.cn/bleach6
徐小秋_,女,浙江,03月15日 08:04,":忽然就冷了，
     
      苹果手机
     
     真是把人照的太难看了 宁波·浙江万里学院 ​",0,0,0,https://weibo.cn/u/5097645355
鑫旧,男,辽宁,03月15日 07:35,":
     
      苹果手机
     
     4相当经典，不过一提起它，感觉像上个世纪的事儿了！可是，它到现在也不过才几年而已！！！没错，我们正处在一个瞬息万变的时代里，随着时间更新的事物越来越快！也许你开个新玩另儿，还没有玩明白叱，不好意思，已经被淘汰了！！！ ​",0,0,0,https://weibo.cn/u/1714472403
米的的春天做,男,福建,03月15日 07:31,":[秘]️ 这年头，
     
      苹果手机
     
     算什么，
     
     名牌服装算什么，豪车、豪宅~都out了。
     
     现在最牛的炫富是什么？
     
     就是和同龄人站在一起，
     
     你像小鲜肉，她像老土豆![允悲][允悲][允悲]
     
     朋友们，早安！[太阳][太阳][太阳][太阳] ​",0,1,0,https://weibo.cn/u/3030282500
难波李艳姬l8,女,辽宁,03月15日 07:30,":[秘]️ 这年头，
     
      苹果手机
     
     算什么，
     
     名牌服装算什么，豪车、豪宅~都out了。
     
     现在最牛的炫富是什么？
     
     就是和同龄人站在一起，
     
     你像小鲜肉，她像老土豆![允悲][允悲][允悲]
     
     朋友们，早安！[太阳][太阳][太阳][太阳] ​",0,0,0,https://weibo.cn/u/5780034870
白菜惠选,男,广东,03月15日 07:07,":【150元】【富德】
     
      苹果手机
     
     平板通用蓝牙键盘
     
      http://t.cn/RnZ6bvf
     
     ​",0,0,0,https://weibo.cn/u/5650341847
阿璐璐璐___Barbara,女,浙江,03月15日 07:06,":我剁手都要买的宝贝（
     
      苹果手机
     
     u盘32g高速电脑两用iphone内存扩容器金属定制刻字优盘），快来和我一起瓜分红包
     
      苹果手机
     
     u盘32g高速电脑两用iphone内存扩容器金属定制刻字优盘 ​",0,0,0,https://weibo.cn/u/2738537222
宝贝回家-中原,男,其他,03月15日 06:41,"
    

     #中原说事#
    
    [话筒]扩散提醒：“请不要贪图便宜从路人手里买
    
     苹果手机
    
    ，请不要和陌生人搭讪，请不要随便与人攀老乡，请不帮人找零，请注意小偷儿，请不要将小孩交给不认识的旅客看护……” ​​​
    
     赞[1]
    

     转发[0]
    

     评论[1]
    

     收藏
    


     03月15日 06:41 来自小米Note 顶配",1,0,1,https://weibo.cn/577556957
波罗波罗蜜金刚手,女,天津,03月15日 05:22,":【手机卡即将消失】SIM卡相信大家都不陌生了，相信每个人的手机上，或多或少都有1到2张SIM卡，或许有的朋友已经注意到了，如果是使用
     
      苹果手机
     
     只能一卡一待，如过想用其他运营商的号码，每次都得拆开换卡。十分的啰嗦和无奈，如今这样的日子即将远去了，最近中国联通宣布将在，上海、天津、广州等6个城市，启动ESIM卡的试点工程，那么是什么ESIM卡呢，今天就给大家科普一下。所谓的ESIM卡就是嵌入式SIM，有了它用户也无需在使用传统的手机卡，只需要在手机上登录帐号即可，可以实现一端多号的便捷式服务。
     
     这项技术是2011年苹果发布了一项专利技术，也就是说不出5年，手机卡将退出我们的生活，只需要一个软件我们就可以联网通话，怎么样小伙伴们6不6，你们期待这种技术赶快普及吗？",4,1,2,https://weibo.cn/u/2496497212
没有不冷的地方,女,黑龙江,03月15日 05:18,":[笑而不语]本来都已经要扔的
     
      苹果手机
     
     了 没想到看了抖音以后瞬间好了哈哈哈哈 [微笑]就是屏弯的不成样子了 拿着有点难受奥 ​",1,0,0,https://weibo.cn/u/6082114625
魔力水晶店掌柜,女,广东,03月15日 04:51,":西班牙广场，这组照片也是傍晚用
     
      苹果手机
     
     X拍的，我觉得漂亮的地方在时间允许的情况我会一早和傍晚分别去两次[坏笑]
     
      http://t.cn/z8bxFal
     
     ​",0,0,0,https://weibo.cn/magiccathy
神观察,男,海外,03月15日 04:46,"
    
    中国要反报复很容易！
    
     苹果手机
    
    、波音飞机、农产品等，都可以打疼美国。
    
     ",0,0,0,https://weibo.cn/u/2267147875
少年来吃鸡吧maine,女,广西,03月15日 04:31,":如果弃用
     
      苹果手机
     
     ，你会选择哪款手机？ ​​​​",0,0,0,https://weibo.cn/u/6194098772
奋斗一下吧,男,云南,03月15日 04:29,":你们期待吗，
     
      苹果手机
     
     5快上市了 ​",0,0,0,https://weibo.cn/u/2998429423
青春么么哒315,女,广东,03月15日 04:21,"
    
    为什么没有自己的思路。而是整的都跟
    
     苹果手机
    
    外观差不多，这在模仿其他商品的吗？
    
     ",0,0,0,https://weibo.cn/u/5351926125
西边漫步东边乱舞,男,海外,03月15日 03:16,":新闻都知道是假
     
      苹果手机
     
     了，可以激活可以认证，苹果不是又出内鬼了，就是拼装 L微辣Video的秒拍视频 微辣Video的秒拍视频 ​",0,0,0,https://weibo.cn/u/1400349824
猫女的舞步,女,上海,03月15日 03:15,":邦克仕
     
      苹果手机
     
     保护壳  4.7英寸 邦克仕
     
      苹果手机
     
     保护壳  4.7英寸 ​",0,0,0,https://weibo.cn/u/2428090765
食安心安生态农场,女,吉林,03月15日 03:09,":对此雷军的回答非常开朗，雷军说到，不得不承认目前
     
      苹果手机
     
     依然是世界上最好的手机，哪怕是有一天小米手机也做到了这个样的高度，但是公司依然没权利限制用户的喜好。
     

     雷军还提到，""这个问题不止是小米的问题。你看国内的华为与 OPPO，难道他们的员工就从不用 iPhone 手机了吗？这显然是不现实的。所以说这个问题是国内手机厂商的通病。要想避免这个问题，只有等到国产手机自身强大的时候，这一现状才会得以。""
     

     小米员工用苹果手机？雷军这回答666
     
      http://t.cn/RnZGVCD",0,0,0,https://weibo.cn/u/1855774597
是红豆哥哥啊,女,河南,03月15日 03:02,":网恋门槛太高了，要高贵，要六位，要黄钻，要用
     
      苹果手机
     
     ，要磕炮，要连麦睡觉，睡觉还要麦吻亲亲才肯睡，我长这么大没受过这种苦。 ​",8,0,13,https://weibo.cn/u/6105527957
猫碗盏,女,浙江,03月15日 02:06,"
    
    我想买一个
    
     苹果手机
    
    [允悲][允悲][允悲][允悲][允悲] 那我干嘛不去买 因为懒[允悲][允悲][允悲]
    
     ",0,0,0,https://weibo.cn/u/5719681388
娃·苦,男,西藏,03月15日 02:02,":下半年他要苹果电脑。关于有好心没好报！朋友送了……客户拒绝并停止资助。朋友说之前赞助个大学生上学、第一年还好第二年这学生提出要
     
      苹果手机
     
     、朋友不理解但答应了：第三年他要朋友借他十万创业；朋友说“当你突然停止了对一个人的好：他会觉得你欠他的你有罪”[ali溜] ​",0,0,0,https://weibo.cn/u/3973806830
